"local_id","p_agegp","agegp1","agegp2","agegp3","agegp4","agegp5"
14900865,"agegp4",NA,NA,2,4,NA
14900866,"agegp2",NA,1,NA,4,2
14900867,"agegp3",NA,NA,4,2,1
14900868,"agegp4",NA,NA,1,12,2
14900869,"agegp4",NA,NA,1,NA,1
14900870,"agegp3",NA,NA,3,NA,2
14900871,"agegp4",NA,NA,1,3,2
14900872,"agegp2",NA,2,1,2,1
14900873,"agegp2",NA,3,3,4,1
14900874,"agegp4",NA,NA,2,3,NA
14900875,"agegp5",NA,NA,NA,1,1
14900876,"agegp4",NA,NA,1,4,3
14900877,"agegp5",NA,NA,2,2,1
14900878,"agegp4",NA,NA,NA,5,4
14900879,"agegp5",NA,2,NA,2,4
14900880,"agegp4",NA,2,1,5,1
14900881,"agegp4",NA,NA,NA,3,2
14900882,"agegp4",NA,NA,1,3,1
14900883,"agegp4",1,NA,2,10,2
14900884,"agegp3",NA,NA,4,2,NA
14900885,"agegp3",NA,NA,NA,2,NA
14900886,"agegp4",NA,NA,1,5,NA
14900887,"agegp5",NA,NA,NA,3,1
14900888,"agegp4",NA,NA,NA,2,3
14900889,"agegp2",NA,4,NA,3,1
14900890,"agegp2",NA,NA,2,3,NA
14900891,"agegp3",1,NA,4,3,1
14900892,"agegp4",NA,1,2,3,NA
14900893,"agegp4",NA,NA,NA,3,NA
14900894,"agegp4",NA,NA,3,5,NA
14900895,"agegp4",NA,NA,2,2,NA
14900896,"agegp5",NA,1,NA,4,1
14900897,"agegp4",NA,1,3,2,1
14900898,"agegp4",NA,NA,3,1,3
14900899,"agegp2",NA,NA,1,3,3
14900900,"agegp4",NA,NA,1,2,NA
14900901,"agegp4",NA,1,2,4,1
14900902,"agegp5",NA,1,NA,3,2
14900903,"agegp3",NA,NA,2,3,NA
14900904,"agegp5",NA,NA,NA,3,1
14900905,"agegp3",NA,NA,4,2,NA
14900906,"agegp2",NA,2,NA,2,1
14900907,"agegp5",NA,NA,NA,3,NA
14900908,"agegp3",NA,NA,3,3,NA
14900909,"agegp4",NA,NA,2,3,1
14900910,"agegp4",NA,NA,NA,3,2
14900911,"agegp4",NA,NA,2,1,NA
14900912,"agegp2",NA,1,1,4,2
14900913,"agegp3",NA,NA,2,2,NA
14900914,"agegp3",NA,1,4,2,NA
14900915,"agegp2",NA,NA,2,1,NA
14900916,"agegp3",NA,NA,3,2,1
14900917,"agegp4",NA,NA,NA,4,3
14900918,"agegp3",NA,1,1,2,NA
14900919,"agegp4",NA,NA,3,1,NA
14900920,"agegp4",NA,NA,2,3,1
14900921,"agegp3",NA,NA,4,2,2
14900922,"agegp2",NA,4,1,3,NA
14900923,"agegp4",1,NA,NA,4,1
14900924,"agegp2",NA,NA,3,2,NA
14900925,"agegp3",NA,NA,1,3,NA
14900926,"agegp4",NA,NA,2,1,NA
14900927,"agegp3",NA,NA,3,3,NA
14900928,"agegp5",NA,NA,NA,4,2
14900929,"agegp2",NA,2,NA,3,1
14900930,"agegp4",NA,NA,NA,7,1
14900931,"agegp4",NA,NA,NA,3,1
14900932,"agegp3",NA,NA,6,2,NA
14900933,"agegp4",1,1,NA,4,1
14900934,"agegp4",NA,NA,NA,3,2
14900935,"agegp3",NA,NA,4,2,NA
14900936,"agegp3",NA,NA,1,2,NA
14900937,"agegp4",NA,NA,NA,3,2
14900938,"agegp4",NA,NA,NA,5,NA
14900939,"agegp4",1,NA,NA,7,2
14900940,"agegp3",NA,1,2,2,NA
14900941,"agegp3",NA,NA,5,1,2
14900942,"agegp2",NA,3,3,2,1
14900943,"agegp5",NA,NA,3,1,NA
14900944,"agegp4",NA,NA,NA,1,1
14900945,"agegp3",NA,1,7,2,NA
14900946,"agegp5",NA,NA,1,2,NA
14900947,"agegp3",NA,NA,1,3,NA
14900948,"agegp2",NA,NA,NA,2,NA
14900949,"agegp4",NA,NA,NA,7,NA
14900950,"agegp3",NA,NA,6,2,NA
14900951,"agegp5",NA,NA,1,2,NA
14900952,"agegp2",NA,NA,2,3,NA
14900953,"agegp4",NA,1,1,4,1
14900954,"agegp4",NA,NA,NA,2,NA
14900955,"agegp3",NA,NA,7,2,1
14900956,"agegp4",NA,NA,2,4,NA
14900957,"agegp3",NA,NA,3,4,2
14900958,"agegp4",NA,NA,2,3,NA
14900959,"agegp5",NA,NA,2,3,2
14900960,"agegp4",NA,NA,NA,2,2
14900961,"agegp2",NA,NA,1,4,1
14900962,"agegp4",NA,NA,2,2,1
14900963,"agegp4",NA,NA,2,6,2
14900964,"agegp2",NA,1,1,3,NA
14900965,"agegp4",NA,1,NA,2,1
14900966,"agegp2",NA,NA,3,2,NA
14900967,"agegp4",NA,1,1,3,NA
14900968,"agegp4",NA,NA,1,4,NA
14900969,"agegp2",NA,1,2,3,2
14900970,"agegp3",NA,NA,4,2,NA
14900971,"agegp4",NA,1,1,1,1
14900972,"agegp4",NA,NA,NA,5,2
14900973,"agegp2",NA,NA,1,4,1
14900974,"agegp5",NA,1,1,3,1
14900975,"agegp2",NA,NA,NA,3,2
14900976,"agegp4",NA,2,NA,2,4
14900977,"agegp4",NA,NA,NA,7,2
14900978,"agegp3",NA,NA,1,2,NA
14900979,"agegp3",NA,NA,1,2,NA
14900980,"agegp5",NA,NA,NA,2,3
14900981,"agegp3",NA,NA,2,2,NA
14900982,"agegp5",NA,NA,NA,2,3
14900983,"agegp4",NA,NA,NA,5,1
14900984,"agegp1",NA,NA,NA,3,2
14900985,"agegp4",NA,NA,1,5,2
14900986,"agegp3",NA,NA,3,3,2
14900987,"agegp4",NA,NA,NA,4,2
14900988,"agegp4",NA,1,1,3,NA
14900989,"agegp5",NA,NA,NA,3,2
14900990,"agegp3",NA,NA,4,2,NA
14900991,"agegp3",NA,NA,2,3,NA
14900992,"agegp5",NA,NA,2,2,NA
14900993,"agegp4",1,NA,NA,6,NA
14900994,"agegp5",NA,2,1,4,1
14900995,"agegp3",NA,NA,1,2,NA
14900996,"agegp4",NA,NA,NA,5,2
14900997,"agegp2",NA,2,2,3,2
14900998,"agegp5",NA,NA,NA,2,1
14900999,"agegp5",NA,NA,2,NA,1
14901000,"agegp4",NA,NA,2,6,1
14901001,"agegp4",NA,NA,NA,1,2
14901002,"agegp5",NA,NA,3,3,NA
14901003,"agegp3",NA,NA,2,2,1
14901004,"agegp2",NA,3,NA,6,NA
14901005,"agegp5",NA,NA,1,3,3
14901006,"agegp3",NA,NA,13,2,NA
14901007,"agegp4",NA,1,3,3,NA
14901008,"agegp4",NA,NA,1,2,2
